model_name,year,can_be_branded,car_cnt,car_sticker_cnt,trips_success_cnt,trips_cancel_cnt,trips_defect_cnt,trips_rated_cnt,bad_car_model_tag_cnt,dissapointed_car_model_tag_cnt
model_363,year_31,0,3,0,1646,193,30,687,0,1
model_363,year_33,1,2,0,7,1,0,2,0,0
model_215,year_25,0,5,0,350,45,1,120,0,0
model_465,year_31,0,10,0,3894,443,46,1229,6,0
model_465,year_32,0,3,0,3054,267,21,1007,10,1
model_594,year_25,0,8,1,4169,393,22,1166,7,4
model_594,year_27,1,6,0,797,77,3,237,2,0
model_594,year_28,0,8,0,2745,325,23,794,8,1
model_594,year_29,0,14,2,7419,760,49,2361,8,3
model_594,year_30,0,16,1,2190,261,27,720,3,2
model_594,year_31,0,4,0,739,83,8,240,1,1
model_594,year_37,1,1,0,145,9,2,47,0,0
model_40,year_28,0,1,0,596,68,3,268,2,0
model_40,year_29,0,13,1,1310,170,8,414,3,0
model_40,year_30,0,12,1,4220,473,45,1286,2,2
model_40,year_31,0,5,0,1157,153,10,357,0,0
model_590,year_24,0,1,0,12,1,0,2,0,0
model_590,year_25,0,1,0,144,13,2,46,0,1
model_590,year_31,0,1,0,9,1,0,1,0,0
model_300,year_28,0,4,0,752,73,12,253,2,0
model_300,year_29,0,2,1,945,122,14,298,5,1
model_300,year_30,0,2,0,68,6,0,20,0,0
model_300,year_31,0,1,0,206,22,1,87,1,0
model_116,year_27,0,1,0,140,27,3,62,0,0
model_116,year_28,0,3,0,205,16,1,56,0,0
model_116,year_29,0,5,1,2271,178,5,911,4,0
model_116,year_31,0,4,0,28,6,0,8,0,0
model_342,year_29,0,1,0,1831,125,14,579,5,1
model_342,year_30,0,5,0,414,35,5,168,0,0
model_15,year_32,0,1,0,67,3,4,22,0,0
model_155,year_30,0,3,0,1667,139,7,567,3,0
model_247,year_30,0,1,0,653,70,8,184,0,0
model_247,year_31,0,1,1,425,25,0,121,0,0
model_224,year_24,0,2,0,156,20,0,53,0,0
model_224,year_25,0,3,0,577,77,1,176,1,0
model_224,year_30,0,1,0,92,9,2,27,0,0
model_391,year_23,0,1,0,28,2,1,9,0,1
model_452,year_23,0,1,0,2,0,0,0,0,0
model_452,year_25,0,1,0,8,0,0,3,0,0
model_476,year_24,0,1,0,208,20,0,72,0,0
model_254,year_24,0,1,0,61,2,0,4,0,0
model_130,year_28,1,13,0,2593,375,11,877,3,0
model_51,year_31,0,2,0,2391,210,14,737,8,0
model_495,year_36,1,2,0,276,34,2,88,0,0
model_495,year_37,1,1,0,3,0,0,1,0,0
model_606,year_36,1,2,0,1583,185,6,544,1,0
model_401,year_13,0,2,0,899,208,9,241,1,0
model_401,year_14,0,1,0,7,1,0,1,0,0
model_401,year_16,0,3,0,543,101,7,100,1,0
model_401,year_17,1,6,0,268,25,2,71,0,0
model_401,year_18,1,6,0,605,38,4,168,0,0
model_401,year_19,1,1,0,200,17,2,70,0,0
model_401,year_20,1,5,0,583,51,6,201,0,0
model_401,year_21,0,2,0,157,21,0,39,0,0
model_401,year_22,0,2,0,405,31,2,112,0,0
model_401,year_23,1,2,0,575,57,1,170,0,0
model_401,year_24,1,5,0,129,14,2,34,0,0
model_401,year_25,1,5,0,2229,247,28,795,3,0
model_401,year_28,1,1,0,119,13,0,45,2,0
model_401,year_30,1,2,0,62,7,0,20,0,0
model_144,year_22,1,9,1,5069,623,29,1443,8,1
model_144,year_23,1,7,3,5471,435,32,1706,6,2
model_144,year_25,0,3,1,775,112,5,244,3,0
model_144,year_26,1,1,0,80,10,1,22,0,0
model_144,year_27,1,2,0,366,40,3,101,1,0
model_144,year_32,1,1,0,502,62,0,140,0,0
model_551,year_16,0,1,0,6,0,0,3,0,0
model_325,year_15,0,2,1,116,9,0,48,0,0
model_325,year_17,1,4,1,2316,219,11,661,4,1
model_5,year_27,1,1,0,8,1,0,3,0,0
model_113,year_2,0,1,0,37,9,0,7,0,0
model_113,year_14,0,1,0,5,0,0,0,0,0
model_113,year_15,0,2,0,145,12,1,46,0,0
model_113,year_16,0,1,0,25,1,0,5,0,0
model_113,year_17,1,4,0,94,11,0,28,0,0
model_113,year_18,1,16,1,4082,423,27,1177,8,1
model_113,year_19,1,8,2,1951,337,16,513,3,1
model_113,year_20,0,1,1,1824,102,14,608,1,2
model_113,year_21,0,1,1,355,20,5,127,0,0
model_113,year_22,1,2,0,183,11,0,53,0,0
model_113,year_23,1,4,0,1236,493,6,365,5,0
model_113,year_24,1,13,3,4674,562,62,1331,9,0
model_113,year_25,1,15,0,5541,662,46,1870,1,1
model_113,year_26,1,3,0,404,38,1,133,0,0
model_113,year_27,0,2,0,60,11,2,21,0,0
model_113,year_28,1,2,0,386,49,3,124,1,0
model_113,year_30,0,1,0,7,1,0,0,0,0
model_272,year_12,0,1,0,740,47,2,246,0,1
model_272,year_16,0,2,0,494,45,0,141,0,0
model_272,year_17,1,2,0,164,39,1,30,1,1
model_272,year_18,1,2,0,330,38,7,112,0,0
model_272,year_19,1,4,0,383,61,4,100,0,1
model_272,year_20,1,4,1,1400,257,6,407,2,0
model_272,year_22,0,1,0,735,78,16,202,1,0
model_194,year_5,0,1,0,139,20,5,62,0,1
model_194,year_13,0,8,0,2616,251,38,744,2,1
model_194,year_14,0,3,0,906,154,9,322,0,0
model_194,year_15,0,2,0,152,16,0,44,0,0
model_194,year_16,0,5,0,1547,132,9,458,1,0
model_194,year_17,0,2,0,104,13,0,26,0,0
model_194,year_18,1,5,0,1124,155,8,334,4,0
model_194,year_19,1,5,0,317,34,3,98,0,0
model_194,year_20,0,1,0,4,4,1,2,0,0
model_194,year_24,0,2,0,236,25,1,66,0,0
model_194,year_25,1,4,0,529,54,2,131,1,0
model_194,year_30,1,1,0,3,1,0,0,0,0
model_152,year_17,0,1,0,49,13,0,16,0,0
model_172,year_18,1,20,2,7842,889,71,2116,15,6
model_172,year_19,1,52,6,19143,2514,147,5565,35,9
model_172,year_20,1,21,4,17800,1849,110,5442,21,8
model_172,year_21,0,9,0,2478,336,30,604,6,2
model_172,year_22,1,12,2,2599,354,19,619,4,2
model_172,year_23,1,17,2,4594,520,22,1390,7,1
model_172,year_24,1,15,3,10114,1273,86,3190,12,5
model_172,year_25,1,22,8,16062,2368,149,4187,23,3
model_172,year_26,1,10,4,5368,797,49,1479,14,1
model_172,year_27,1,15,4,13652,1451,93,4306,17,3
model_172,year_28,1,10,1,5140,795,29,1571,7,3
model_172,year_29,1,6,2,8140,976,55,2179,12,1
model_172,year_30,1,10,2,3134,287,9,959,5,2
model_172,year_31,1,18,6,9103,847,47,2764,18,0
model_172,year_32,1,11,3,4192,814,38,1202,15,1
model_172,year_33,1,8,3,7648,1024,42,2387,14,1
model_172,year_34,1,2,1,2577,261,46,720,7,2
model_479,year_19,1,2,1,2525,435,25,763,3,1
model_479,year_20,0,1,0,31,5,0,15,0,0
model_479,year_21,0,2,0,45,4,0,14,0,0
model_479,year_22,0,2,0,52,5,0,22,0,0
model_479,year_24,1,1,0,4,1,0,3,0,0
model_314,year_28,1,2,0,117,15,1,20,0,0
model_314,year_29,1,5,1,2764,376,8,724,7,0
model_314,year_30,1,4,1,2235,261,13,610,3,0
model_314,year_31,1,3,0,1368,154,7,370,2,0
model_192,year_26,1,2,0,309,42,2,104,0,0
model_192,year_27,1,2,0,1128,170,9,334,0,1
model_192,year_28,1,3,0,685,129,6,193,3,0
model_192,year_29,1,1,0,845,102,15,208,2,1
model_192,year_31,1,1,0,88,6,1,30,1,0
model_276,year_31,1,1,1,667,68,2,174,6,0
model_276,year_32,1,1,1,380,42,0,131,0,0
model_276,year_33,1,2,1,1402,151,5,413,0,0
model_612,year_16,0,2,0,302,24,3,98,0,0
model_612,year_17,1,9,0,717,95,4,227,2,1
model_612,year_18,0,3,1,467,44,3,114,1,0
model_612,year_21,0,2,0,135,16,0,49,0,0
model_612,year_22,0,1,0,2958,225,9,1059,4,0
model_216,year_26,1,18,5,9018,1163,75,2645,18,3
model_216,year_27,1,10,2,8807,940,72,3217,12,7
model_216,year_29,1,1,1,2180,193,11,736,2,0
model_216,year_30,1,1,0,2,1,0,1,0,0
model_461,year_18,1,1,0,37,8,0,14,1,0
model_427,year_14,0,1,0,295,26,2,97,0,0
model_427,year_17,0,2,1,630,86,3,160,3,0
model_9,year_19,0,1,1,1695,153,12,599,3,1
model_9,year_20,0,2,0,1411,155,14,411,1,1
model_9,year_22,0,1,0,502,47,4,158,2,0
model_9,year_24,0,3,0,2954,156,4,1067,1,1
model_9,year_25,0,2,0,761,82,6,202,0,0
model_9,year_26,1,1,0,553,38,1,200,0,0
model_151,year_20,0,1,0,101,5,1,20,0,1
model_95,year_15,0,1,0,257,24,2,71,1,0
model_95,year_16,0,1,0,120,14,1,30,0,0
model_535,year_19,1,3,1,1795,183,13,481,3,3
model_61,year_21,0,1,0,550,96,0,174,3,0
model_223,year_30,1,1,0,1120,169,15,261,6,0
model_118,year_31,1,1,0,74,10,0,21,0,0
model_328,year_15,0,1,0,8,1,0,0,0,0
model_328,year_17,0,3,0,835,98,6,284,0,0
model_328,year_18,1,3,0,46,5,0,15,0,0
model_328,year_19,0,1,0,58,5,2,24,0,0
model_328,year_20,0,1,0,387,29,1,113,0,0
model_328,year_21,1,1,0,11,2,0,4,0,0
model_43,year_16,0,1,0,76,13,0,14,0,0
model_43,year_17,1,4,2,4537,385,37,1238,14,7
model_43,year_18,0,1,0,23,1,0,10,0,0
model_43,year_19,1,1,0,3,0,0,0,0,0
model_43,year_21,1,1,0,60,9,1,17,0,0
model_43,year_23,1,1,1,1944,220,9,498,6,1
model_262,year_25,0,2,0,382,72,1,185,0,0
model_171,year_32,1,2,0,505,89,1,135,3,0
model_171,year_33,1,1,0,8,0,0,1,0,0
model_282,year_14,0,1,0,602,60,3,172,2,0
model_282,year_17,1,3,0,100,19,2,20,1,0
model_282,year_18,0,1,0,236,31,1,67,3,0
model_282,year_26,1,1,0,26,0,0,4,0,0
model_282,year_32,1,1,0,2,0,0,2,0,0
model_507,year_17,1,3,0,512,72,3,220,1,0
model_507,year_18,1,7,0,372,42,2,89,0,0
model_507,year_19,1,5,0,700,74,5,168,1,0
model_507,year_20,1,4,0,239,19,4,82,0,0
model_507,year_21,0,1,0,102,7,2,32,0,0
model_507,year_23,1,2,1,2283,349,13,630,3,1
model_507,year_24,0,1,0,125,30,1,31,1,0
model_291,year_18,1,1,0,2,0,0,0,0,0
model_124,year_14,0,1,0,325,50,5,135,1,0
model_124,year_16,0,2,0,957,107,8,244,4,0
model_124,year_17,1,3,0,438,71,6,110,1,0
model_539,year_32,1,1,0,124,14,1,53,0,0
model_554,year_13,0,1,0,8,0,0,4,0,0
model_554,year_17,0,1,0,557,51,16,156,0,0
model_554,year_18,1,5,0,2908,352,15,821,6,2
model_554,year_19,0,4,0,411,49,8,121,0,0
model_554,year_20,0,21,1,6512,722,49,2029,12,3
model_554,year_21,0,40,1,15320,1559,138,5170,31,6
model_554,year_22,1,67,1,19280,1992,121,6207,30,4
model_554,year_23,0,85,4,30740,3522,176,10187,66,7
model_554,year_24,1,141,9,52553,6521,338,17787,104,22
model_554,year_25,0,190,20,79528,10297,554,26112,184,32
model_554,year_26,1,33,4,16235,1973,87,5428,25,4
model_554,year_27,1,18,3,10216,1362,85,3292,23,8
model_554,year_28,1,16,4,10679,1780,96,3279,32,4
model_554,year_29,1,5,2,1902,219,11,1012,4,2
model_554,year_32,1,1,0,397,33,1,128,1,0
model_554,year_33,0,1,1,368,44,1,141,1,0
model_554,year_35,0,1,0,271,53,3,165,3,0
model_310,year_18,0,1,0,12,1,0,5,0,0
model_310,year_24,0,1,0,63,8,0,20,0,0
model_39,year_25,0,1,0,1378,90,9,319,1,0
model_39,year_28,1,5,0,992,97,13,275,0,0
model_252,year_26,1,1,0,363,36,0,130,1,0
model_271,year_33,1,3,0,1218,159,11,398,1,0
model_271,year_34,1,10,1,3210,223,25,1094,2,1
model_271,year_35,1,10,2,4949,328,20,1717,3,1
model_271,year_36,1,14,1,5534,537,74,1893,8,0
model_271,year_37,1,8,2,10320,1166,51,3231,18,1
model_56,year_17,0,2,0,67,4,0,27,0,0
model_56,year_18,0,1,0,488,33,0,139,0,0
model_56,year_19,1,7,0,1781,177,10,562,2,1
model_56,year_20,0,8,1,2061,288,15,616,3,2
model_56,year_21,0,17,2,8293,788,56,2429,9,1
model_56,year_22,0,20,1,9801,1049,36,3177,8,1
model_56,year_23,1,18,1,5971,448,33,2037,11,1
model_56,year_24,1,20,2,5440,515,49,1699,3,2
model_56,year_25,0,35,4,17002,1827,129,5451,13,6
model_56,year_26,1,10,1,3247,246,24,1081,4,1
model_56,year_27,1,15,4,5182,508,31,1491,1,0
model_56,year_28,1,9,1,3461,631,44,1310,5,3
model_56,year_29,1,3,0,986,106,3,339,1,0
model_56,year_30,1,1,0,486,44,6,145,0,0
model_56,year_31,1,6,0,4283,341,12,1449,1,0
model_56,year_32,1,1,0,58,8,1,22,0,0
model_56,year_33,1,1,0,36,1,0,18,0,0
model_56,year_34,1,2,1,1464,105,25,544,0,0
model_56,year_35,0,1,1,2216,216,49,728,3,0
model_56,year_36,1,4,0,510,59,18,184,0,0
model_278,year_34,1,1,1,2737,224,3,1034,2,0
model_14,year_17,0,1,0,472,90,0,150,1,0
model_191,year_20,0,1,0,22,2,0,5,0,0
model_191,year_21,0,6,0,3072,414,25,925,8,0
model_191,year_22,0,14,0,5011,419,37,1551,11,2
model_191,year_23,0,5,1,1904,215,18,550,10,0
model_191,year_24,0,18,1,7761,762,65,2373,16,2
model_191,year_25,0,18,2,10496,982,73,3184,20,8
model_191,year_26,1,1,0,80,4,0,21,0,0
model_191,year_27,1,13,2,4734,429,15,1345,11,2
model_409,year_27,1,1,0,6,2,0,4,0,0
model_119,year_15,0,1,0,2,1,0,1,0,0
model_119,year_25,0,1,0,29,7,0,10,0,0
model_153,year_25,0,1,0,58,6,0,21,0,0
model_153,year_29,1,1,0,89,8,1,30,0,0
model_153,year_33,1,1,0,249,33,1,94,1,0
model_153,year_35,0,1,0,1,0,0,1,0,0
model_80,year_25,0,2,0,6,1,0,2,0,0
model_80,year_26,1,3,0,199,20,0,62,0,0
model_80,year_27,1,4,1,683,86,2,212,2,0
model_101,year_26,1,6,1,2123,218,9,722,2,1
model_101,year_27,1,11,1,1966,223,12,664,1,2
model_101,year_29,1,4,1,1654,186,6,546,1,0
model_101,year_30,1,4,0,138,17,3,40,0,0
model_101,year_31,1,3,0,2305,184,11,784,1,0
model_101,year_32,1,1,0,825,52,3,281,0,0
model_101,year_33,1,2,1,1307,135,7,394,1,0
model_435,year_30,1,6,0,115,20,2,39,0,1
model_435,year_31,0,1,0,68,17,0,22,1,0
model_435,year_32,1,1,1,1312,190,18,411,5,2
model_435,year_33,1,1,0,37,6,2,14,0,0
model_349,year_27,1,3,0,1448,149,5,560,1,0
model_349,year_28,1,5,0,570,63,1,181,1,0
model_349,year_29,1,4,0,661,53,0,263,0,0
model_349,year_30,0,3,0,632,75,2,218,0,0
model_349,year_31,1,3,0,154,19,0,48,1,0
model_568,year_15,0,1,0,18,3,2,4,0,0
model_360,year_19,0,1,0,791,92,3,248,1,0
model_360,year_20,0,1,0,27,3,0,5,0,0
model_360,year_22,0,6,0,1371,219,18,434,2,2
model_360,year_23,0,3,0,2307,203,29,873,3,0
model_360,year_25,0,6,0,385,24,0,125,0,0
model_360,year_26,1,2,0,940,135,4,263,6,0
model_537,year_18,0,1,0,29,3,0,4,0,0
model_537,year_20,0,2,0,256,39,1,64,0,0
model_537,year_21,1,2,0,134,20,0,45,0,0
model_537,year_22,0,1,0,87,10,0,24,0,0
model_537,year_23,0,1,0,11,2,0,4,0,0
model_537,year_24,1,2,0,4,0,0,2,0,0
model_537,year_25,0,8,0,704,71,3,213,0,0
model_537,year_26,1,1,0,17,1,0,4,0,0
model_537,year_28,1,2,0,242,18,0,85,0,0
model_537,year_30,0,1,0,7,1,0,2,0,0
model_416,year_0,0,793,0,10111,851,36,729,27,0
model_416,year_22,0,1,0,3,0,0,3,0,0
model_416,year_25,0,1,0,166,11,3,55,0,0
model_416,year_27,1,3,0,717,87,7,201,1,0
model_416,year_28,1,206,42,93980,8880,580,31017,85,16
model_416,year_29,1,151,37,74267,7232,491,24339,57,15
model_416,year_30,1,176,38,93858,10143,702,31834,64,17
model_416,year_31,1,154,34,77335,8110,547,26156,62,14
model_416,year_32,1,157,33,85410,9103,647,29090,96,20
model_416,year_33,1,103,21,58179,6697,368,19028,64,4
model_416,year_34,1,95,18,58167,6100,532,19342,58,14
model_416,year_35,1,115,26,62325,6467,417,21078,72,13
model_416,year_36,1,98,33,76417,8268,475,24520,66,17
model_416,year_37,1,35,12,14007,1461,116,5028,4,1
model_74,year_15,0,1,0,43,6,0,17,0,0
model_74,year_18,0,1,0,3,0,0,1,0,0
model_74,year_19,0,2,0,1017,37,6,315,0,0
model_74,year_21,0,8,0,1205,168,16,374,3,2
model_74,year_22,1,23,1,2890,303,34,926,3,0
model_74,year_23,0,22,3,4712,477,25,1557,5,1
model_74,year_24,0,28,3,7057,733,44,2394,6,1
model_74,year_25,0,27,3,13360,1903,87,4604,18,4
model_74,year_26,1,6,1,3592,343,17,1167,2,1
model_74,year_27,1,2,0,1395,168,8,489,0,0
model_74,year_28,1,4,2,2856,233,13,1079,6,2
model_74,year_29,1,2,0,233,22,1,76,0,0
model_74,year_33,0,1,0,58,7,0,23,0,0
model_74,year_35,1,1,0,223,22,0,79,0,0
model_74,year_36,1,2,0,146,12,0,47,0,0
model_114,year_26,0,1,0,179,3,0,6,0,0
model_114,year_30,1,1,0,8,3,1,4,0,1
model_415,year_19,0,2,0,241,14,2,78,0,1
model_608,year_18,0,1,0,1,0,0,0,0,0
model_608,year_23,1,3,0,328,79,6,129,0,1
model_165,year_21,0,1,0,22,1,0,10,0,0
model_165,year_22,0,3,0,69,2,0,29,0,0
model_165,year_23,0,6,0,357,42,4,102,0,1
model_165,year_24,0,5,0,125,10,1,38,0,0
model_165,year_25,0,2,0,1355,100,5,550,3,0
model_165,year_33,1,1,0,10,0,0,4,0,0
model_165,year_35,1,1,0,50,7,0,20,0,0
model_165,year_36,1,1,0,1370,92,2,550,1,0
model_165,year_37,1,1,0,137,11,1,51,0,0
model_180,year_29,1,1,0,582,78,4,188,1,0
model_112,year_16,0,1,0,294,33,1,60,0,1
model_112,year_23,0,3,2,5310,760,57,2370,7,3
model_112,year_24,0,2,0,77,5,0,25,0,0
model_112,year_25,0,4,1,1983,204,16,597,1,0
model_239,year_17,0,1,0,110,13,0,37,0,0
model_582,year_26,1,1,0,16,2,0,6,0,0
model_60,year_23,0,1,0,334,66,0,103,2,0
model_412,year_23,0,3,0,752,88,4,243,2,1
model_412,year_24,0,3,2,1131,136,8,383,2,0
model_412,year_25,0,1,0,363,44,3,93,0,0
model_508,year_14,0,1,0,11,0,0,3,0,0
model_570,year_23,0,1,0,1,0,0,1,0,0
model_315,year_13,0,1,0,74,8,0,21,0,0
model_365,year_20,0,1,0,43,3,0,13,0,0
model_365,year_22,0,1,0,15,2,1,4,0,0
model_365,year_24,0,2,0,98,13,1,37,0,0
model_365,year_26,1,3,1,1033,129,12,363,2,0
model_604,year_22,0,2,0,41,6,0,14,0,0
model_604,year_25,0,1,0,6,0,0,0,0,0
model_381,year_24,1,10,1,6944,637,41,2177,3,4
model_381,year_25,0,26,0,7645,802,59,2544,6,2
model_381,year_26,1,16,1,3720,339,17,1155,1,3
model_381,year_27,1,12,0,3885,477,30,1260,2,0
model_381,year_28,1,11,2,4376,349,17,1507,2,2
model_381,year_29,1,14,1,2348,270,12,779,4,0
model_381,year_30,1,22,5,4233,434,22,1379,5,1
model_381,year_31,1,12,1,1872,206,20,623,1,1
model_381,year_32,1,11,1,4098,366,34,1388,1,0
model_381,year_33,1,7,0,776,82,9,276,1,0
model_381,year_34,0,1,0,340,80,0,111,0,0
model_381,year_35,1,5,0,1053,89,20,338,1,0
model_381,year_36,1,6,0,391,36,2,125,0,0
model_65,year_30,1,1,0,1,0,0,0,0,0
model_65,year_31,1,2,0,294,32,1,118,1,0
model_250,year_21,0,2,0,361,46,1,102,0,0
model_250,year_22,0,4,0,2366,118,18,784,0,0
model_250,year_23,0,13,1,4202,322,18,1438,6,1
model_250,year_24,0,24,5,14899,1485,88,5169,9,1
model_250,year_25,0,6,0,1737,152,10,537,1,1
model_250,year_26,1,13,3,8175,860,84,2802,9,3
model_250,year_27,1,9,2,4764,417,22,1651,6,0
model_250,year_28,1,15,1,6446,618,88,2127,2,1
model_250,year_29,1,14,3,10125,730,60,3495,6,2
model_250,year_30,1,9,4,5728,499,55,1923,9,3
model_250,year_31,1,7,1,3221,410,17,1133,1,0
model_250,year_33,1,1,0,88,16,1,31,0,0
model_250,year_34,1,1,0,43,2,0,17,0,0
model_250,year_35,1,7,0,954,74,3,340,0,0
model_250,year_36,1,13,2,6192,619,46,2013,5,1
model_250,year_37,1,3,1,469,28,3,172,1,0
model_73,year_17,0,1,0,72,6,0,19,0,0
model_73,year_19,0,1,0,511,66,4,130,3,0
model_437,year_26,1,2,0,206,28,1,78,0,0
model_231,year_29,1,1,0,1,1,0,0,0,0
model_26,year_21,0,1,0,63,9,0,21,1,0
model_26,year_22,1,1,0,64,5,1,24,0,0
model_26,year_23,0,2,0,30,2,0,9,0,0
model_26,year_24,0,2,0,21,1,0,6,0,0
model_26,year_26,0,1,0,661,42,6,178,1,0
model_26,year_27,0,1,0,159,22,4,45,0,1
model_48,year_25,0,1,0,162,12,2,55,0,0
model_517,year_24,0,1,0,278,41,1,96,3,0
model_517,year_26,0,1,0,9,0,0,4,0,0
model_517,year_29,1,1,0,200,23,0,63,0,0
model_517,year_33,1,1,0,32,3,0,13,0,0
model_517,year_34,1,1,0,36,3,0,13,0,0
model_517,year_35,1,1,0,282,29,2,79,0,0
model_517,year_36,1,3,1,1115,113,3,441,1,0
model_592,year_22,0,1,0,1709,232,30,520,3,2
model_592,year_24,0,6,1,5756,613,56,2037,17,3
model_592,year_26,1,4,0,109,8,3,36,0,0
model_592,year_27,0,1,0,19,2,2,6,0,0
model_592,year_29,1,2,0,44,12,1,17,0,0
model_592,year_30,0,1,0,1461,116,6,597,3,1
model_279,year_29,0,1,0,8,0,0,5,0,0
model_494,year_18,0,3,0,41,5,1,17,0,0
model_494,year_19,0,3,0,849,74,11,239,0,0
model_494,year_20,0,2,0,12,0,0,3,0,0
model_494,year_21,0,3,0,222,17,1,67,0,0
model_494,year_22,0,10,0,3099,290,25,1034,0,1
model_494,year_23,0,8,2,5878,491,31,1874,3,2
model_494,year_24,0,6,0,720,72,1,217,1,0
model_494,year_25,0,3,0,316,89,2,90,1,0
model_494,year_26,1,6,1,3778,262,12,1191,0,1
model_494,year_27,1,41,5,17344,1497,95,5564,18,1
model_494,year_28,1,60,15,33610,3272,191,11090,24,13
model_494,year_29,1,114,21,55183,5354,446,17848,48,16
model_494,year_30,1,119,21,57742,5370,363,19151,47,12
model_494,year_31,1,112,18,43860,4451,302,15176,39,5
model_494,year_32,1,122,20,52787,5198,405,17932,45,13
model_494,year_33,1,80,11,34430,3427,223,11352,41,8
model_494,year_34,1,89,23,45495,4384,328,15501,37,10
model_494,year_35,1,88,21,46414,4923,326,16472,43,9
model_494,year_36,1,99,22,66133,6343,444,22261,62,8
model_494,year_37,1,42,12,19450,1720,95,6792,15,3
model_406,year_19,0,1,0,16,0,0,4,0,0
model_419,year_16,0,1,0,1,0,0,0,0,0
model_265,year_19,1,2,0,30,3,0,13,0,0
model_265,year_21,0,5,0,538,92,3,194,1,1
model_265,year_22,0,4,0,804,117,5,198,2,0
model_265,year_23,0,1,0,71,9,1,29,0,0
model_265,year_24,1,1,0,28,7,0,14,0,0
model_265,year_28,1,2,0,37,6,0,11,0,0
model_265,year_29,1,1,0,2,0,0,0,0,0
model_265,year_35,1,1,0,52,6,0,16,0,0
model_350,year_26,1,4,0,2232,330,34,549,7,2
model_350,year_31,1,3,0,2028,252,16,662,5,2
model_350,year_33,1,3,0,82,5,1,36,0,0
model_350,year_34,1,1,0,21,1,0,5,0,0
model_350,year_35,1,2,0,234,20,3,68,0,0
model_350,year_36,1,7,0,545,87,5,205,0,1
model_20,year_19,0,1,0,2,2,0,1,0,0
model_20,year_21,0,1,0,124,21,1,56,0,1
model_20,year_22,0,1,0,43,4,1,16,0,0
model_20,year_23,0,41,2,8266,913,61,2674,13,3
model_20,year_24,1,77,4,23926,2402,130,7699,38,12
model_20,year_25,1,71,5,33912,3527,293,10956,40,15
model_20,year_26,1,11,1,3241,428,17,1067,1,2
model_20,year_28,1,7,2,2056,182,12,657,0,2
model_433,year_18,0,1,0,105,10,1,30,0,0
model_433,year_23,0,2,0,105,12,0,32,0,0
model_433,year_24,0,3,0,107,11,2,42,0,0
model_433,year_25,0,3,0,154,9,1,51,0,0
model_433,year_27,1,3,0,45,8,0,14,1,0
model_433,year_28,1,4,0,498,35,2,172,2,0
model_433,year_29,1,2,0,405,39,2,151,0,0
model_433,year_30,1,8,1,2197,226,17,801,0,0
model_433,year_31,1,1,0,10,0,0,4,0,0
model_433,year_32,1,1,0,42,5,0,14,0,0
model_433,year_34,1,7,0,1694,135,10,640,2,0
model_433,year_35,1,3,0,153,13,0,68,0,0
model_433,year_36,1,1,0,4,0,0,1,0,0
model_433,year_37,1,1,0,19,10,1,7,0,0
model_63,year_28,1,3,1,1731,204,15,562,2,0
model_63,year_29,1,1,0,267,29,0,57,0,0
model_63,year_31,1,3,1,1217,92,7,425,2,0
model_163,year_17,0,1,0,1,0,0,0,0,0
model_343,year_7,0,1,0,1,0,0,0,0,0
model_343,year_21,0,1,0,156,40,3,34,6,0
model_343,year_24,0,1,0,59,116,0,16,2,0
model_12,year_17,0,1,0,356,3,0,13,0,0
model_12,year_18,0,1,0,1,2,0,0,1,0
model_162,year_14,0,1,0,272,15,2,25,2,1
model_162,year_16,0,1,0,1,0,0,0,0,0
model_162,year_21,0,1,0,123,7,0,3,0,0
model_162,year_24,0,1,0,3,0,0,0,0,0
model_162,year_25,0,2,0,81,3,0,3,0,0
model_162,year_26,0,1,0,2,0,0,1,0,0
model_162,year_27,0,3,0,21,1,0,2,0,0
model_555,year_6,0,1,0,166,11,3,51,1,1
model_555,year_8,0,1,0,2,0,0,1,0,0
model_555,year_11,0,1,0,80,0,0,1,0,0
model_555,year_14,0,1,0,50,8,0,16,1,0
model_555,year_16,0,1,0,3,0,0,0,0,0
model_555,year_20,0,2,0,66,6,0,6,0,0
model_555,year_21,0,1,0,64,4,0,7,0,0
model_540,year_10,0,1,0,2,0,0,0,0,0
model_540,year_14,0,1,0,2,0,0,0,0,0
model_540,year_17,0,2,0,4,0,0,0,0,0
model_540,year_18,0,1,0,4,0,0,1,0,0
model_540,year_19,0,1,0,23,1,0,5,0,0
model_540,year_20,0,1,0,2,0,0,0,0,0
model_540,year_21,0,3,0,11,2,0,5,0,0
model_540,year_22,0,4,0,32,4,0,2,0,0
model_540,year_23,0,1,0,1,0,0,0,0,0
model_540,year_24,0,4,0,1181,92,8,429,4,1
model_540,year_25,0,4,0,290,13,0,49,0,0
model_540,year_26,0,3,0,11,2,0,6,0,0
model_540,year_27,0,9,0,2737,420,46,902,38,21
model_540,year_28,0,2,0,74,7,3,22,2,3
model_540,year_29,0,1,0,164,47,1,66,4,0
model_366,year_4,0,1,0,12,1,0,3,0,0
model_366,year_13,0,1,0,27,2,0,7,0,0
model_366,year_18,0,1,0,7,0,0,4,0,0
model_366,year_19,0,1,0,1,1,0,1,0,0
model_64,year_6,0,1,0,1,0,0,1,0,0
model_64,year_7,0,1,0,8,1,0,2,0,0
model_64,year_8,0,1,0,194,12,4,44,0,2
model_64,year_14,0,1,0,1,0,0,1,0,0
